"# export_metadata: {""exported_at"": ""2026-08-23T03:30:25Z"", ""skill"": ""iran-chem-database@2.13.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""scope"": ""BEST-EFFORT dated index of organic molecules offered by verified IRANIAN suppliers (public Telegram channels + public supplier web catalogs), crawled 2026-08-23 from a foreign datacenter. NOT a claim of national completeness; coverage per source is in coverage_report.json."", ""rows"": 334, ""organic_rows"": 210, ""unknown_organic_rows"": 124, ""unique_molecules"": 334, ""ai_assisted_identities"": 194, ""channel_verification"": {""merckmillipore"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""labshop"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""minatajhiz"": {""verified"": true, ""country"": ""IR"", ""score"": 65, ""families"": [""domain"", ""language"", ""location""], ""level"": ""offline""}, ""ChemIranSanat"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""Maran_Tejarat_Eshen"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""jahaneshimicom"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""Ch_Chemical_leaders"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""Boof_company"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""fanchem"": {""verified"": true, ""country"": ""IR"", ""score"": 85, ""families"": [""domain"", ""language"", ""phone""], ""level"": ""offline""}, ""IranChemicals"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""chemgroup"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""LabTel"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}}, ""notes"": ""identity_method: alias=curated dictionary, cas_only(+pubchem), structured_alias/structured_pubchem=skill shape extractor, ai_resolved+=cloud model (router.py) + PubChem check. organic_status=unknown rows are unresolved records, kept per skill mandate, never silently discarded.""}"
molecule,cas,pubchem_cid,inchi_key,formula,molecular_weight,canonical_smiles,common_name,iupac_name,organic_status,identity_method,kind,grade,brand,sku,purity_percent,pack_size,availability,price,n_suppliers,suppliers,n_source_records,source_urls,date_range,text_evidence
2-[2-(2-hydroxyethoxy)ethoxy]ethanol,,8172,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,C6H14O4,150.17,,Triethylene Glycol,2-[2-(2-hydroxyethoxy)ethoxy]ethanol,organic,structured_pubchem(over_alias),composite,industrial,,,95.0,value=230.0 unit=kg normalised_value=230000.0 normalised_unit=g raw=230 KG,,0.0 USD,1,Chemical Iran,1,,,"Tri Ethylene Glycol (TEG). Anti-freeze Lubricants &amp; Automotive, Oil Gas &amp; Petroleum, Plastic &amp; Polyester, Soaps &amp; Detergents, Textile. Origin: Iran Packing: 230 KG HDPE / Steel Drum, Flexi tank, IBC tank Minimum Order Quantity : 1 full container / truck Payment term: 100% in advance "
2-[bis(2-hydroxyethyl)amino]ethanol,,7618,GSEJCLTVZPLZKY-UHFFFAOYSA-N,C6H15NO3,149.19,,Triethanolamine,2-[bis(2-hydroxyethyl)amino]ethanol,organic,structured_pubchem(over_alias),composite,industrial,,,,value=230.0 unit=kg normalised_value=230000.0 normalised_unit=g raw=230 KG,,0.0 USD,1,Chemical Iran,1,,,"Tri Ethanol Amine (TEA). Agriculture, Anti-freeze Lubricants &amp; Automotive, Chemicals, Cosmetics &amp; Personal Care, Dyes, Oil Gas &amp; Petroleum, Paints &amp; Coatings, Soaps &amp; Detergents, Textile. Origin: Iran Packing: 230 KG Plastic Drum Minimum Order Quantity : 1 full container / truck "
2-aminoacetic acid,,750,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C2H5NO2,,,Glycine,,organic,structured_pubchem,substance,research,Merck,104201,,,,,1,telegram:merckmillipore,1,,,104201 Glycine Merck 📞 02126658308
2-aminoethanol,,700,HZAXFHJVJLSVMW-UHFFFAOYSA-N,C2H7NO,61.08,,Ethanolamine,2-aminoethanol,organic,structured_pubchem(over_alias),substance,industrial,,,,value=200.0 unit=kg normalised_value=200000.0 normalised_unit=g raw=200 KG,,0.0 USD,1,Chemical Iran,1,,,"Mono Ethanol Amine (MEA). Agriculture, Chemicals, Cosmetics &amp; Personal Care, Oil Gas &amp; Petroleum, Pharmaceuticals, Soaps &amp; Detergents, Textile. Origin: Iran Packing: 200 KG HDPE Drum Minimum Order Quantity : 1 full container / truck Payment term: 100% in advance – T/T Why Chemical Iran: "
2-butoxyethanol,111-76-2,8133,POAOYUHQDCAZBD-UHFFFAOYSA-N,C6H14O2,118.17,,2-butoxyethanol,2-butoxyethanol,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"مقدار محدودی ✅ بوتیل گلایکول هانونگ کره به قیمت رقابتی به فروش می رسد. #ماران_تجارت_اشن 021-22799285,95 09128066375"
2-fluorobenzoic acid,,9935,NSTREUWFTAOOKS-UHFFFAOYSA-N,C7H5FO2,,,2-fluorobenzoic acid,,organic,structured_pubchem,substance,research,Acros,,,value=25.0 unit=gr normalised_value=25.0 normalised_unit=g raw=25GR,in_stock,,1,telegram:ChemIranSanat,1,,,"11936 Acros 2-Fluorobenzoic acid, 99% 25GR 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1"
"2-hydroxy-3,5-dinitrobenzoic acid",,11873,LWFUFLREGJMOIZ-UHFFFAOYSA-N,C7H4N2O7,,,"3,5-Dinitrosalicylic acid",,organic,structured_pubchem,substance,research,Exir,011095,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100g,in_stock,,1,telegram:ChemIranSanat,1,,,"011095 Exir 3,5-Dinitrosalicylic acid 100g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1"
2-hydroxyethyl 2-methylprop-2-enoate,868-77-9,13360,WOBHKFSMXKNTIM-UHFFFAOYSA-N,C6H10O3,130.14,,2-Hydroxyethyl Methacrylate,2-hydroxyethyl 2-methylprop-2-enoate,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"فروش ویژه هما چینی HEMA به صورت بشکه شده و با قیمت رقابتی #ماران_تجارت_اشن 021-22799285,95 09128066375"
2-methylbut-2-ene,,10553,BKOOMYPCSUNDGP-UHFFFAOYSA-N,C5H10,,,2-Methyl-2-butene,,organic,structured_pubchem,substance,research,Sigma-Aldrich,,,value=5.0 unit=ml normalised_value=5.0 normalised_unit=ml raw=5ml,in_stock,,1,telegram:ChemIranSanat,1,,,"Sigma-Aldrich, 66050-5ml 2-Methyl-2-butene موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1"
2-methylimidazole,693-98-1,12749,LXBGSDVWAMZHDD-UHFFFAOYSA-N,C4H6N2,,,2-methylimidazole,,organic,alias+pubchem,substance,research,Sigma-Aldrich,M50850,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100g,in_stock,,1,telegram:ChemIranSanat,3,https://t.me/ChemIranSanat/1721 | https://t.me/ChemIranSanat/1858 | https://t.me/ChemIranSanat/1897,2019-06-11T05:13:20+00:00<->2019-11-04T08:29:34+00:00,"M50850 Sigma-Aldrich, 100g 2-Methylimidazole موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 09386489001 🆔 @ChemIran1"
2-methyloxirane,75-56-9,6378,GOOHAUXETOMSMM-UHFFFAOYSA-N,C3H6O,,,Propylene Oxide,,organic,cas_only+pubchem,substance,research,Merck,807027,,value=58.07 unit=g normalised_value=58.07 normalised_unit=g raw=58.07 g,,,1,telegram:minatajhiz,1,https://t.me/minatajhiz/1037,2023-06-13T06:38:50+00:00,"نام فارسی: 1و2 پروپیلن اکسید نام ماده: 1,2-Propylene oxide کد محصول مرک: 807027 اسم دوم: 1,2-Epoxypropane, Methyloxirane فرمول: C3H6O C A S NUMBER:75-56-9 مولار: 58.07 g/mol قابلیت محلول شدن: 405 g/l (20 °C) نقطه جوش: 34.3 °C (1013 hPa) درجه ذوب: -112 °C واردات جدید برند مرک"
2H-benzotriazole,95-14-7,7220,QRUDEWIWKLJBPS-UHFFFAOYSA-N,C6H5N3,119.12,,1H-Benzotriazole,2H-benzotriazole,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:ChemIranSanat,1,,,"2-Aminothiazole, 97% 4-Amino-4H-1,2,4-triazole, 99% موجود و آماده تحویل به دلیل سواستفاده شرکتهای ارائه کننده مواد تقلبی، لات نامبر (Lot) پاک شده است. @ChemIranAdmin 🆔 @ChemIran1"
"3,4,5-trihydroxy-5-(hydroxymethyl)-2-methoxycyclohex-2-en-1-one",,195955,KENOUOLPKKQXMX-UHFFFAOYSA-N,C8H12O6,,,Gadusol,,organic,structured_pubchem,substance,research,,,,,in_stock,,1,telegram:ChemIranSanat,1,,,شیمی عجیب و غریب دانشمندان معتقد بودند موجودات زنده ترکیبات ضدآفتاب را از غذایشان به دست میاورند اما کشف شده که ترکیب Gadusol که تابش UV را جذب میکند، در بدن ماهی زبرا ساخته میشود. 🆔 @ChemIran1
"3,4,5-trimethoxyaniline",,32285,XEFRNCLPPFDWAC-UHFFFAOYSA-N,C9H13NO3,,,"3,4,5-trimethoxyaniline",,organic,structured_pubchem,substance,research,Merck,841091,,,,,1,telegram:minatajhiz,1,,,"3و4و5 تری متوکسی آنیلین 3,4,5-Trimethoxyaniline کد محصول مرک: 841091 واردات جدید مرک"
"3,5-dinitrobenzoyl chloride",,7432,NNOHXABAQAGKRZ-UHFFFAOYSA-N,C7H3ClN2O5,,,"3,5-dinitrobenzoyl chloride",,organic,structured_pubchem,substance,research,Merck,803075,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100g,in_stock,,1,telegram:ChemIranSanat,1,,,"803075 Merck 3,5-Dinitrobenzoyl chloride 100g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1"
"3,7-dimethylpurine-2,6-dione",,5429,YAPQBXQYLJRXSA-UHFFFAOYSA-N,C7H8N4O2,,,Theobromine,,organic,structured_pubchem,substance,research,,,,,in_stock,,1,telegram:ChemIranSanat,1,,,شیمی شکلات فنیل اتیل آمین موجود در شکلات باعث احساس خوب و تهییج می گردد. شکلات شیری حاوی Theobromine بوده که برای سگ و گربه سمی است اما برای انسان فقط در دوزهای بیشتر سمی است. 🆔 @ChemIran1
"3-(3,8-diamino-6-phenylphenanthridin-5-ium-5-yl)propyl-diethyl-methylazanium diiodide",,104981,XJMOSONTPMZWPB-UHFFFAOYSA-M,C27H34I2N4,,,Propidium Iodide,,organic,structured_pubchem,substance,research,Sigma-Aldrich,P4170,,value=10.0 unit=mg normalised_value=0.01 normalised_unit=g raw=10MG,in_stock,,1,telegram:ChemIranSanat,1,,,P4170 SIGMA Propidium iodide ≥94.0% (HPLC) 10MG 2-8°C موجود و آماده تحویل @ChemIranAdmin 🆔 @ChemIran1
3-aminobenzoic acid,,7419,XFDUHJPVQKIXHO-UHFFFAOYSA-N,C7H7NO2,,,3-aminobenzoic acid,,organic,structured_pubchem,substance,research,Merck,800104,,,,,1,telegram:minatajhiz,1,,,3 -آمینو بنزوئیک اسید 3-Aminobenzoic acid کد محصول مرک: 800104 واردات جدید مرک
"3-aminopropane-1,2-diol",,73561,KQIGMPWTAHJUMN-UHFFFAOYSA-N,C3H9NO2,,,"3-Amino-1,2-propanediol",,organic,structured_pubchem,substance,research,Merck,818522,,,,,1,telegram:minatajhiz,1,https://t.me/minatajhiz/1057,2023-08-06T08:27:50+00:00,"3 -آمینو 1و2 پروپاندیول 3-Amino-1,2-propanediol کد محصول مرک: 818522 واردات جدید مرک"
3-bromoprop-1-ene,,7841,BHELZAPQIKSEDF-UHFFFAOYSA-N,C3H5Br,,,Allyl bromide,,organic,structured_pubchem,substance,research,Merck,801021,,,,,1,telegram:minatajhiz,1,,,3 -برومو -1 -پروپن 3-Bromo-1-propene کد محصول مرک: 801021 اسم دوم: Allyl bromide (آلیل بروماید) واردات جدید مرک
3-ethoxy-4-hydroxybenzaldehyde,,8467,CBOQJANXLMLOSS-UHFFFAOYSA-N,C9H10O3,,,Ethylvanillin,,organic,structured_pubchem,substance,research,,,,value=250.0 unit=ml normalised_value=250.0 normalised_unit=ml raw=250ml,in_stock,,1,telegram:ChemIranSanat,1,,,"بنزالدهید و مشتقات مختلف آن از کمپانی اکروس 10522 Benzaldehyde 250ml 15603 3-Ethoxy-4-hydroxybenzaldehyde 100g 15044 4-Chlorobenzaldehyde 250g 18351 2,3-Dihydroxybenzaldehyde 5g 16277 4-Hydroxybenzaldehyde 50g 33488 4-Isopropylbenzaldehyde 100g 15458 4-Carboxybenzaldehyde 5g 17364 2,4-Dihydroxybenza"
3-isothiocyanatoprop-1-ene,,5971,ZOJBYZNEUISWFT-UHFFFAOYSA-N,C4H5NS,,,Allyl Isothiocyanate,,organic,structured_pubchem,substance,research,Merck,800260,,,,,1,telegram:minatajhiz,1,,,آلیل ایزو تیو سیانات Allyl isothiocyanate کد محصول مرک: 800260 واردات جدید مرک
3-phenylphthalic acid,,13074915,HSSYVKMJJLDTKZ-UHFFFAOYSA-N,C14H10O4,,,"Biphenyl-2,3-dicarboxylic acid",,organic,structured_pubchem,substance,research,Fluorochem,,,value=25.0 unit=g normalised_value=25.0 normalised_unit=g raw=25g,in_stock,,1,telegram:ChemIranSanat,1,,,"091522 Fluorochem 4,4′-Biphenyldicarboxylic acid 25g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1"
3-sulfanylpropanoic acid,,6514,DKIDEFUBRARXTE-UHFFFAOYSA-N,C3H6O2S,,,3-Mercaptopropionic Acid,,organic,structured_pubchem,substance,research,Merck,805967,,,,,1,telegram:minatajhiz,1,,,3 -مرکاپتو پروپیونیک اسید 3-Mercaptopropionic acid کد محصول مرک: 805967 واردات جدید سیگما آلدریچ
3-triethoxysilylpropan-1-amine,,13521,WYTZZXDRDKSJID-UHFFFAOYSA-N,C9H23NO3Si,,,(3-Aminopropyl)triethoxysilane,,organic,structured_pubchem,substance,research,Exir,,,,,,1,telegram:minatajhiz,2,https://t.me/minatajhiz/692 | https://t.me/minatajhiz/717,2020-04-04T06:24:21+00:00<->2020-06-10T07:25:25+00:00,"3-Aminopropyltriethoxysilane, 98% #Exir 💫 واردات جدید پک 50 سی سی 3-آمینو پروپیل تری اتوکسی سیلان رسید"
4-(4-aminophenoxy)aniline,,7579,HLBLWEWZXPIGSM-UHFFFAOYSA-N,C12H12N2O,,,"4,4'-Diaminodiphenyl Ether",,organic,structured_pubchem,substance,research,Merck,820948,,,,,1,telegram:minatajhiz,1,,,"4و4-دی آمینو دی فنیل اتر 4,4-Diaminodiphenyl ether کد محصول مرک 820948 واردات جدید مرک"
4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,,6623,IISBACLAFKSPIT-UHFFFAOYSA-N,C15H16O2,,,Bisphenol A,,organic,structured_pubchem,substance,research,Merck,803546,,,,,1,telegram:minatajhiz,1,,,"بیس فنول 2,2-Bis(4-hydroxyphenyl) propane کد محصول مرک 803546 واردات جدید مرک"
4-amino-3-hydroxybenzoic acid,,137566,NFPYJDZQOKCYIE-UHFFFAOYSA-N,C7H7NO3,,,4-amino-3-hydroxybenzoic acid,,organic,structured_pubchem,substance,research,Exir,006183,,value=5.0 unit=g normalised_value=5.0 normalised_unit=g raw=5g,in_stock,,1,telegram:ChemIranSanat,1,,,006183 exir 4-Amino-3-hydroxybenzoic acid 5g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📦 ارسال رایگان 📱 سفارش کالا 👇 📱 0938 648 9001 ☎️ 77 88 18 08 🆔 @ChemIranAdmin 🆔 @ChemIran1
4-aminobenzenesulfonamide,,5333,FDDDEECHVMSUSB-UHFFFAOYSA-N,C6H8N2O2S,,,Sulfanilamide,,organic,structured_pubchem,composite,research,Merck,,,,,,1,telegram:merckmillipore,1,,,"تاريخچه شركت مرك آلمان منشاً و ريشه فعاليتهاي مرك Merck KGaA به قرن 17 ميلادي و به سال 1668 يعني زماني كه فردريش ياكوب مرك ، داروفروشي ازخطه شوينفورت مالكيت"" Engle – Apoteke"" ( داروفروشي اٍنگٍل) كه ميراثي خانوادگي دردارمشتات را به عهده داشت بر مي گردد. د رسال 1816 اٍمانوئل مرك نوه جان هاينريش مرك مش"
4-aminopentanoic acid,,223130,ABSTXSZPGHDTAF-UHFFFAOYSA-N,C5H11NO2,,,4-Aminobutyric Acid,,organic,structured_pubchem,substance,research,,800302,,,in_stock,,1,telegram:ChemIranSanat,1,,,800302 | 4-Aminobutyric acid موجود و آماده تحویل @ChemIranAdmin 🆔 @ChemIran1
4-chloro-2-phenylquinazoline,,80977,OBHKONRNYCDRKM-UHFFFAOYSA-N,C14H9ClN2,,,4-chloro-2-phenylquinazoline,,organic,structured_pubchem,substance,research,Exir,002295,,value=5.0 unit=g normalised_value=5.0 normalised_unit=g raw=5g,in_stock,,1,telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/1958,2021-04-05T06:48:58+00:00,"002295 Exir 4-Chloro-2-phenylquinazoline, 97% 5g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📦 ارسال رایگان 📱 سفارش کالا 👇 📞 0938-648-9001 🆔 @ChemIranAdmin 🆔 @ChemIran1"
4-chlorobenzoic acid,,6318,XRHGYUZYPHTUJZ-UHFFFAOYSA-N,C7H5ClO2,,,4-chlorobenzoic acid,,organic,structured_pubchem,substance,research,Merck,800476,,,,,1,telegram:minatajhiz,1,,,4-کلرو بنزوئیک اسید 4-Chlorobenzoic acid کد محصول مرک 800476 واردات جدید مرک
4-cyanobenzoic acid,,12087,ADCUEPOHPCPMCE-UHFFFAOYSA-N,C8H5NO2,,,4-cyanobenzoic acid,,organic,structured_pubchem,substance,research,Sigma-Aldrich,C89803,,value=25.0 unit=g normalised_value=25.0 normalised_unit=g raw=25g,in_stock,,1,telegram:ChemIranSanat,1,,,C89803-25g Aldrich 4-Cyanobenzoic acid موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin ✔️ سفارش واردات از تمام برندها پذیرفته میشود. 🆔 @ChemIran1
4-formylbenzoic acid,,12088,GOUHYARYYWKXHS-UHFFFAOYSA-N,C8H6O3,,,4-formylbenzoic acid,,organic,structured_pubchem,substance,research,Alfa Aesar,A15277,,value=50.0 unit=g normalised_value=50.0 normalised_unit=g raw=50g,in_stock,,1,telegram:ChemIranSanat,2,https://t.me/ChemIranSanat/1544 | https://t.me/ChemIranSanat/1826,2018-09-24T07:30:34+00:00<->2019-10-06T09:36:19+00:00,"Alfa Aesar, Cat. Number: A15277 4-Carboxybenzaldehyde, 50g موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1"
4-hydrazinylbenzoic acid,,12089,PCNFLKVWBDNNOW-UHFFFAOYSA-N,C7H8N2O2,,,4-Hydrazinobenzoic acid,,organic,structured_pubchem,substance,research,Fluorochem,209100,,value=25.0 unit=g normalised_value=25.0 normalised_unit=g raw=25g,in_stock,,1,telegram:ChemIranSanat,1,,,209100 Fluorochem 4-Hydrazinylbenzoic acid 25g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
"4-methyl-1,3-dioxolan-2-one",,7924,RUOJZAUFBMNUDX-UHFFFAOYSA-N,C4H6O3,,,Propylene Carbonate,,organic,structured_pubchem,substance,research,Merck,807051,,,,,1,telegram:minatajhiz,1,,,پروپیلن کربنات Propylene carbonate کد محصول مرک 807051 واردات جدید مرک
4-methylpent-1-ene,,12724,WSSSPWUEQFSQQG-UHFFFAOYSA-N,C6H12,,,4-Methyl-1-pentene,,organic,structured_pubchem,substance,research,Sigma-Aldrich,,,value=5.0 unit=ml normalised_value=5.0 normalised_unit=ml raw=5ML,in_stock,,1,telegram:ChemIranSanat,1,,,68510-5ML Sigma-Aldrich 4-Methyl-1-pentene 4-متیل-1-پنتن موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 09386489001 🆔 @ChemIranAdmin 🆔 @ChemIran1
4-methylpentan-2-ol,,7910,WVYWICLMDOOCFB-UHFFFAOYSA-N,C6H14O,,,4-Methyl-2-Pentanol,,organic,structured_pubchem,substance,research,Merck,805804,,,,,1,telegram:minatajhiz,1,,,4- متیل- 2 -پنتانول 4-Methyl-2-pentanol کد محصول مرک: 805804 واردات جدید سیگما آلدریچ
4-nitrobenzaldehyde,,541,BXRFQSNOROATLV-UHFFFAOYSA-N,C7H5NO3,,,4-nitrobenzaldehyde,,organic,structured_pubchem,substance,research,Merck,806766,,,,,1,telegram:minatajhiz,1,,,4-نیترو بنزالدهید 4-Nitrobenzaldehyde کد محصول مرک: 806766 واردات جدید مرک
"5-[2-(1,3-dioxo-2-benzofuran-5-yl)-1,1,1,3,3,3-hexafluoropropan-2-yl]-2-benzofuran-1,3-dione",,70677,QHHKLPCQTTWFSS-UHFFFAOYSA-N,C19H6F6O6,,,"4,4'-(Hexafluoroisopropylidene)diphthalic anhydride",,organic,structured_pubchem,substance,research,Exir,012947,,value=5.0 unit=g normalised_value=5.0 normalised_unit=g raw=5g,in_stock,,1,telegram:ChemIranSanat,1,,,"012947 Exir 4,4'-(Hexafluoroisopropylidene)diphthalic anhydride 5g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 📎 دیگر دی انیدریدهای موجود، در تصویر قابل مشاهده است. 🆔 @ChemIranAdmin 🆔 @ChemIran1"
"5-aminobenzene-1,3-dicarboxylic acid",,66833,KBZFDRWPMZESDI-UHFFFAOYSA-N,C8H7NO4,,,5-Aminoisophthalic acid,,organic,structured_pubchem,substance,research,Exir,006322,,value=25.0 unit=g normalised_value=25.0 normalised_unit=g raw=25g,in_stock,,1,telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/1979,2021-04-12T06:20:24+00:00,"006322 Exir 5-Aminoisophthalic acid , >98% 25g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📦 ارسال رایگان 📱 سفارش کالا 👇 📞 0938-648-9001 🆔 @ChemIranAdmin 🆔 @ChemIran1"
5-bromo-2-hydroxybenzaldehyde,,72863,MKKSTJKBKNCMRV-UHFFFAOYSA-N,C7H5BrO2,,,5-Bromosalicylaldehyde,,organic,structured_pubchem,substance,research,Sigma-Aldrich,137286,,value=25.0 unit=g normalised_value=25.0 normalised_unit=g raw=25g,in_stock,,1,telegram:ChemIranSanat,1,,,137286 Aldrich 5-Bromosalicylaldehyde 25g ×1 🛩 واردات مسافری 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1
"5-nitrobenzene-1,3-dicarboxylic acid",,12069,NBDAHKQJXVLAID-UHFFFAOYSA-N,C8H5NO6,,,5-Nitroisophthalic acid,,organic,structured_pubchem,substance,research,Sigma-Aldrich,N18005,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100g,in_stock,,1,telegram:ChemIranSanat,1,,,N18005 Sigma-Aldrich 5-Nitroisophthalic acid 100g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
"6-methyl-1,3,5-triazine-2,4-diamine",,10949,NJYZCEFQAIUHSD-UHFFFAOYSA-N,C4H7N5,,,Acetoguanamine,,organic,structured_pubchem,substance,research,Sigma-Aldrich,407801,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100g,in_stock,,1,telegram:ChemIranSanat,1,,,"407801 Aldrich 6-Methyl-1,3,5-triazine-2,4-diamine 100g 🖇 ترکیبات مشابه موجود 2,4-Diamino-6-phenyl-1,3,5-triazine 2,4,6-Triamino-1,3,5-triazine 🔜 موجود و آماده تحویل ⚗️ فقط خرده فروشی حتی در حد یک واکنش ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1"
acetic acid,64-19-7,176,QTBSBXVTEAMEQO-UHFFFAOYSA-N,C2H4O2,,,acetic acid,,organic,alias+pubchem,substance,research,Merck,822011,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100g,in_stock,,3,telegram:minatajhiz; telegram:ChemIranSanat; telegram:Ch_Chemical_leaders,5,https://t.me/minatajhiz/1034 | https://t.me/ChemIranSanat/1452 | https://t.me/ChemIranSanat/1645,2018-05-14T04:46:35+00:00<->2019-02-18T10:05:39+00:00,دی هیدرواستیک اسید Dehydroacetic acid کد محصول مرک: 822011 واردات جدید سیگما آلدریچ
acetone,67-64-1,180,CSCPPACGZOOCGX-UHFFFAOYSA-N,C3H6O,,,acetone,,organic,alias+pubchem,substance,research,Merck,100014,,value=2.5 unit=لیتری normalised_value=2500.0 normalised_unit=ml raw=2.5 لیتری,in_stock,100014.0 IRR,3,telegram:minatajhiz; telegram:ChemIranSanat; telegram:Boof_company,3,https://t.me/ChemIranSanat/1746 | https://t.me/Boof_company/39 | https://t.me/Boof_company/40,2019-08-06T10:12:55+00:00<->2026-02-14T08:53:03+00:00,"Acetone for analysis EMSURE ® ACS,ISO,Reag. Ph Eur /100014 merck واردات جدید 2.5 لیتری"
acetonitrile,75-05-8,6342,WEVYAHXRMPXWCK-UHFFFAOYSA-N,C2H3N,,,acetonitrile,,organic,alias+pubchem,substance,research,Merck,,,value=4.0 unit=لیتری normalised_value=4000.0 normalised_unit=ml raw=4لیتری,in_stock,,1,telegram:ChemIranSanat,4,https://t.me/ChemIranSanat/1492 | https://t.me/ChemIranSanat/1524 | https://t.me/ChemIranSanat/1629,2018-06-28T07:24:16+00:00<->2018-08-15T12:09:12+00:00,استونیتریل hplc واحد 4لیتری با کیفیت عالی و قیمت مناسب 1.5 لیتر بیشتر از مرک با همان قیمت @ChemIranAdmin 🆔 @ChemIran1
