"# export_metadata: {""exported_at"": ""2026-08-27T12:27:57Z"", ""skill"": ""iran-chem-database@2.21.1 (clawhub: @orionshaowswmw/iran-chem-database)"", ""workspace_router_models"": ""9 providers / 767 models (tools/router.py fleet)"", ""rows"": 1399, ""confirmed_organic"": 1399, ""organic_gate"": ""carried from PubChem/RDKit-verified seed for seed-sourced rows; structure/formula first for all live rows (organic_status=true)"", ""unique_cids"": 1352, ""inchikey_merged_alt_cids"": 10, ""rows_flagged_cas_cid_conflict"": 23, ""cas_cid_conflict_meaning"": ""row CAS resolves in PubChem to a CID set that does not include the row CID — inherited from supplier catalogue data; flagged for human review, not silently edited"", ""unique_inchikeys"": 1352, ""rows_with_cas"": 705, ""rows_with_canonical_smiles"": 1029, ""rows_with_evidence_url"": 1315, ""input_rows_by_source"": {""seed_2026-08-25"": 1041, ""seed_2026-08-24"": 1068, ""live_web_catalogue"": 114, ""live_telegram_listing"": 349, ""ai_model_fleet"": 615, ""wayback_archived_pages"": 0}, ""rejected_rows"": 225, ""model_fleet_normalization"": {""pass"": {""titles"": 2400, ""pubchem_confirmed_names"": 1825, ""confirmed_unique_cids"": 505, ""multi_model_agreement"": 403, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}, ""pass_p2"": {""titles"": 3200, ""pubchem_confirmed_names"": 110, ""confirmed_unique_cids"": 53, ""multi_model_agreement"": 23, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}, ""pass_p3"": {""titles"": 2500, ""pubchem_confirmed_names"": 130, ""confirmed_unique_cids"": 57, ""multi_model_agreement"": 17, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}}, ""model_fleet_rule"": ""model answers accepted ONLY when PubChem confirms the identity; disagreement -> left unresolved, never guessed"", ""composition_top"": {""seed_2026-08-24 + seed_2026-08-25"": 496, ""ai_model_fleet"": 197, ""seed_2026-08-25"": 136, ""ai_model_fleet + seed_2026-08-24 + seed_2026-08-25"": 116, ""seed_2026-08-24"": 92, ""ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25"": 87, ""live_telegram_listing + seed_2026-08-24 + seed_2026-08-25"": 81, ""ai_model_fleet + live_web_catalogue"": 35}, ""pipeline"": ""seed baseline + 2026-08-27 LIVE crawl (Telegram full-history mirror, public WooCommerce Store API, WP product sitemaps, Wayback CDX enumeration for geo-blocked .ir catalogues) -> skill parsers -> grade policy -> ChemicalValidator (RDKit/PubChem/CAS checksum) -> organic gate (structure first) -> model-fleet normalization (5 providers, PubChem-confirmed only) -> CID dedupe -> provenance_hash"", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in public Iranian supplier catalogues/channels reachable from this sandbox. NOT a national census; NOT complete; product page presence is not proof of stock. Coverage of the configured crawl is reported in coverage_report.json."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""skill seed iran_organic_molecules_catalogue_verified_2026-08-25.csv""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,alt_cids,cas_cid_conflict,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,category_source,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
Aluminum isopropoxide,Aluminium isopropoxide,Aluminum isopropoxide; Aluminium isopropoxide; aluminum tris(propan-2-olate),555-31-7,11143,,,SMZOGRDCAXLAAR-UHFFFAOYSA-N,C9H21AlO3,204.24,CC(C)[O-].CC(C)[O-].CC(C)[O-].[Al+3],confirmed_organic,organic_reagent,,,minatajhiz; telegram:ATRmedShop + t.me/ATRmedShop,ai_normalized|telegram,listing_evidence_crawled_2026-08-23,https://t.me/ATRmedShop/393,"نام فارسی: آلومینیوم تری ایزو پروپیلات Aluminium triisopropylate کد محصول مرک: 801079 واردات جدید مرک || آلومینیوم تری ایزوپروپیلات 
آلومینیوم ایزوپروپوکسید ترکیب شیمیایی با فرمول Al[OCH(CH3)2]3 است که OCH(CH3)2 ایزوپروپیل است. در صنعت آلومینیوم ایزوپروپیلات با واکنش بین ...
برای ادامه مطالب، مشاهده",ai_resolved+pubchem,ai_model_fleet + seed_2026-08-24 + seed_2026-08-25,2026-08-23,f961aae00f813da3392e372ae561172b79c67d5bd89df14ea8bcf403ef72afa4
aluminum tris(octadecanoate),Aluminum stearate,aluminum tris(octadecanoate); Aluminum stearate; aluminium stearate; Aluminum Stearate,637-12-7,12496,,,CEGOLXSVJUTHNZ-UHFFFAOYSA-K,C54H105AlO6,877.4,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Al+3],confirmed_organic,organic_reagent,,research,TamadKala; Telegram: Ch_Chemical_leaders; Telegram: fanchem + t.me/fanchem,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue|telegram,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/s/fanchem,aluminum tris(octadecanoate) | آلومینیوم استئارات امرتات شیمی extra pure || 🔍 استئارات آلومینیوم؛ افزودنی مؤثر در بهبود خواص سطحی رنگ‌ها استئارات آلومینیوم (Aluminum Stearate) یکی از افزودنی‌های کلیدی در فرمولاسیون رنگ‌ها و پوشش‌های صنعتی است که با ترکیبی از ویژگی‌های رئولوژیکی، ضد ته‌نشینی و آب‌گری,existing skill export | router_title_normalization,live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,ecfb79f2c1b62ab0fdf144a923f5ea53698f15a8f027ad60b3d6e434ea8ac463
Amaranth,Amaranth,"Amaranth; trisodium;3-hydroxy-4-[(4-sulfonatonaphthalen-1-yl)diazenyl]naphthalene-2,7-disulfonate",915-67-3,13506,,,WLDHEUZGFKACJH-UHFFFAOYSA-K,C20H11N2Na3O10S3,604.5,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])N=NC3=C4C=CC(=CC4=CC(=C3O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],confirmed_organic,colorant_or_indicator,,,Mojallali Group,web_catalogue,listing_evidence_crawled_2026-08-23,https://drm-chem.com/en/product/amaranth-en/,Amaranth,pubchem_direct,seed_2026-08-24 + seed_2026-08-25,2026-08-23,77952917c494ebce8bfc7c85867d95f0a9fc58787dbac1ebf25295f6c1bec86b
amino(pyrimidin-2-yl)methanethiol,,,,146160377,,,WDAVZMYHJDFNCU-UHFFFAOYSA-N,C5H7N3S,141.2,,confirmed_organic,organic_reagent,derived:supplier_platform,,t.me/IranChemicals,ai_normalized,,https://t.me/IranChemicals/21940,"🇮🇷 🇮🇷 
 🔴 #گفتگوی صنعت و تجارت 
 🔸 شماره ۳۱
 🔸 ۲۷ اردیبهشت ۱۴۰۰

 🔴 بحران ارزی سال ۹۶ 
 🔸 عوارض تحریمهای سال ۹۷ بر اقتصاد ایران
 🔸 واکنش دولت و بانک مرکزی 

 ✅ دلار ۴۲۰۰ تومانی 
 ✅ فروش سکه و طلا 
 ✅ افزایش تقاضای ارز و",model_fleet+pubchem,ai_model_fleet,2026-08-27,11c1221908b837d44092b713c891881bb7e646c40457707fc18a46f9bb88d874
aminomethanesulfonic acid,aminomethanesulfonic acid,,13881-91-9,83791,,,OBESRABRARNZJB-UHFFFAOYSA-N,CH5NO3S,111.12,C(N)S(=O)(=O)O,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,t.me/ATRmedShop + telegram:ATRmedShop,ai_normalized|public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/445,Aminomethanesulfonic acid | آمینومتان‌ سولفونیک اسید آمینومتان‌ سولفونیک اسید یک ترکیب شیمیایی با فرمول  CH5NO3Sمی باشد و به صورت پودرکریستالی جامد است. آمینومتان‌ سولفونیک اسید دارای... برای ادامه مطالب، مشاهده و خرید آنلاین این محصول به لینک زیر مراجعه فرمایید: https://atrmedshop.com/product/amino,router_batch+pubchem,ai_model_fleet + seed_2026-08-25,2026-08-25,e576e1abef9a402e1b76c13fb8e7ecf3c415b955522fc4cab231bcba67229166
Aminotetrazole,5-Aminotetrazole,Aminotetrazole; 5-Aminotetrazole; 2H-tetrazol-5-amine,4418-61-5,20467,,,ULRPISSMEBPJLN-UHFFFAOYSA-N,CH3N5,85.07,C1(=NNN=N1)N,confirmed_organic,organic_reagent,,,ChemIranSanat; telegram:ChemIranSanat + t.me/ChemIranSanat,ai_normalized|telegram,listing_evidence_crawled_2026-08-23,https://t.me/ChemIranSanat/1697,"A80602 Sigma-Aldrich 5-Aminotetrazole 5G 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 دریافت قیمت یا سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1 || A80602 Sigma-Aldrich
5-Aminotetrazole
5G

 🔜 موجود و آماده تحویل
 ✅ شیمیران صنعت فقط اصلی
 📱 دریافت قیمت یا سفارش کالا 👇 

 🆔 @ChemIranAdmin 

 🆔 @Che",ai_resolved+pubchem,ai_model_fleet + seed_2026-08-24 + seed_2026-08-25,2026-08-23,b89afe3bc740b300fd752c9a01066de67e941beec0e418e2b8527c85d44ebca2
aniline,Aniline,aniline; Aniline,62-53-3,6115,,,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,C6H7N,93.13,C1=CC=C(C=C1)N,confirmed_organic,organic_reagent,,research,t.me/ATRmedShop + telegram:IranChemicals; telegram:ATRmedShop; telegram:ChemIranSanat,Iranian supplier Telegram catalogue|telegram,listing_evidence_crawled_2026-08-24,https://t.me/s/ATRmedShop,Aniline | آنیلین برای سنتز ‌‏⁧ ‌‌‏‌محصولات مرک اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما و مرک 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/aniline/?v=e067b3c6b979 #آثل_طب #مواد_ازمایشگاهی #مواد_شیمیایی #بیولوژی #بیولوژی_م,ai_normalised_listing+pubchem_confirmed,live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2024-04-09,b6ebe02fdbf1fb4b9065a968709c4a000a41c753193a1efe34e4e10bb38e47c7
anthracene-9-carbaldehyde,9-Anthracenecarboxaldehyde,anthracene-9-carbaldehyde; 9-Anthracenecarboxaldehyde,,69504,,,YMNKUHIVVMFOFO-UHFFFAOYSA-N,C15H10O,206.24,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C=O,confirmed_organic,organic_reagent,,research,Telegram: ChemIranSanat + t.me/ChemIranSanat,Iranian supplier Telegram catalogue|ai_normalized|telegram,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1470,"anthracene-9-carbaldehyde || Acros Cat. No.: 15393
9-Anthracenecarboxaldehyde, 99%
25g
موجود و آماده تحویل

 ✅ شیمیران صنعت فقط اصلی
 ❓ قیمت و سفارش 👇 

Admin 🆔 @ChemIranAdmin 

 ✔️ سفارش واردات ازتمام برندها پذیرفته میشود

 🆔 @ChemIran1",existing skill export,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,d805fcdf938b91063677f693e993d18765e4e31fbe4594293ff305ac698aabfb
antibiotics,,,,46874763,,,LRJAGMBMPSXEFP-UDPUMDPQSA-N,C28H44IN4O24P3,1040.5,,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,Biotechnolab,https://biotechnolab.ir/product-category/cell-and-tissue-culture/cell-culture/antibiotics/,live_supplier_catalogue,,2026-08-27,,seed,live_web_catalogue,2026-08-27,742d92de77d4773f28ffcbfa2c3f90e9ec91a10169a7d843c5fbe897fe066266
Atorvastatin Calcium,Atorvastatin Calcium,"Atorvastatin Calcium; calcium bis((3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoate)",,60822,,,FQCKMBLVYCEXJB-MNSAWQCASA-L,C66H68CaF2N4O10,1155.3,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.[Ca+2],confirmed_organic,pharmaceutical_or_api,,,Temad,web_catalogue,listing_evidence_crawled_2026-08-23,https://www.temad.com/product/thebaine-2/,Atorvastatin Calcium,pubchem_direct,seed_2026-08-24 + seed_2026-08-25,2026-08-23,b2cbb8eb65e71c57ec81ab2c1aa6b52e0ca837373cb3e8a5113b18095fda8b5c
"azane;2-hydroxypropane-1,2,3-tricarboxylic acid;iron(3+)",Ferric ammonium citrate,"azane;2-hydroxypropane-1,2,3-tricarboxylic acid;iron(3+); Ferric ammonium citrate",,118984355,,,FRHBOQMZUOWXQL-UHFFFAOYSA-N,C6H11FeNO7+3,265.00,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.N.[Fe+3],confirmed_organic,organic_reagent,,,Fardad Shimi; TamadKala,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/6392241/,آمونیوم آهن (III) سیترات MERCK | فروش فریک آمونیوم سیترات,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,fa03879e74f7f262f34ce05eda5c7e0d82404b9a9a428f0e7f3fba72b78be744
"azanium 2,4-dioxo-5-[(2,4,6-trioxo-1,3-diazinan-5-ylidene)amino]-1H-pyrimidin-6-olate",Murexide,"azanium 2,4-dioxo-5-[(2,4,6-trioxo-1,3-diazinan-5-ylidene)amino]-1H-pyrimidin-6-olate; Murexide",3051-09-0,18275,,,LJYRLGOJYKPILZ-UHFFFAOYSA-N,C8H8N6O6,284.19,C1(=C(NC(=O)NC1=O)[O-])N=C2C(=O)NC(=O)NC2=O.[NH4+],confirmed_organic,organic_reagent,,,Fardad Shimi; Mojallali Group,Iranian online lab-chemical shop,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/murexide-acs-en/,موراکسید مرک MERCK,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,9a30af084957795cf56ca0c0cd0410fa0363ad218c9a6c8a49c3d748ac3ff26c
azanium acetate,Ammonium acetate,azanium acetate; Ammonium acetate,631-61-8,517165,,,USFZMSVCRYTOJT-UHFFFAOYSA-N,C2H7NO2,77.08,CC(=O)[O-].[NH4+],confirmed_organic,organic_reagent,,research,DigiShimi; Fardad Shimi; ShimiMan; TamadKala; Mojallali Group + t.me/ATRmedShop,Iranian online chemical shop | Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesa,product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/270,"https://shimiman.com/product/ammonium-acetate-grade-extra-pure/ | آمونیوم استات acs دکتر مجللی | ... | آمونیوم استات extra pure دکتر مجللی | ... | آمونیوم استات امرتات شیمی گرید extra pure | آمونیوم استات خوراکی | ... | آمونیوم استات قطران شیمی | استات آمونیوم | استات آمونیوم MER || آمونیوم استات 
آ",router_title_normalization | sitemap_title,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,b4361f011d1ab89a079beb079f8af38758791d1c52a74e523600529541b967df
azanium formate,Ammonium formate,,540-69-2,2723923,,,VZTDIZULWFCMLS-UHFFFAOYSA-N,CH5NO2,63.056,C(=O)[O-].[NH4+],confirmed_organic,organic_reagent,,research,t.me/ATRmedShop + telegram:chemgroup,Iranian supplier Telegram catalogue|ai_normalized|telegram,listing_evidence_crawled_2026-08-24,https://t.me/ATRmedShop/812,"آمونیوم فرمات 

آمونیوم فرمات یک نمک آمونیوم اسید فرمیک است. آمونیوم فرمات در یک مطالعه برای ایجاد یک روش کروماتوگرافی فوق حساس و انتخابی مایع با کارایی بالا HPLC و برای یکی از فیتوهورمون‌های سیگنال دهنده فرار، اسید جاسم",ai_normalised_listing+pubchem_confirmed,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2017-10-25,17d31b885a43f36933dcdb4bcf7349c6fa905c44e2083f3426fbe14eeb48f6d8
azanium octadecanoate,,,,9861187,,,JPNZKPRONVOMLL-UHFFFAOYSA-N,C18H39NO2,301.5,,confirmed_organic,organic_reagent,derived:supplier_platform,,t.me/fanchem,ai_normalized,,https://t.me/fanchem/431,"پتاسیم استئارات؛ امولسیفایر کلیدی در فرمولاسیون آرایشی

پتاسیم استئارات یک امولسیفایر و سورفکتانت آنیونی پرکاربرد برای ایجاد امولسیون‌های پایدار O/W است. این ترکیب با تثبیت فاز روغنی، افزایش ویسکوزیته و بهبود حس لمسی، در",model_fleet+pubchem,ai_model_fleet,2026-08-27,fd0dba3f0497c619749b38bac7c760a3c12729f3500435c3e1fca3964dd9d224
azanium thiocyanate,azanium thiocyanate,azanium thiocyanate,1762-95-4,15666,,,SOIFLUNRINLCBN-UHFFFAOYSA-N,CH4N2S,76.12,C(#N)[S-].[NH4+],confirmed_organic,organic_reagent,derived:supplier_platform,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/ammonium-thiocyanate-en/,Ammonium thiocyanate,cas_pubchem,seed_2026-08-25,2026-08-25,641688a379f16b728d9cb950c73ba0855a7291938c2be403f252e8a15cc9d7f1
azepan-2-one,Caprolactam,,105-60-2,7768,,,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,C6H11NO,113.16,C1CCC(=O)NCC1,confirmed_organic,organic_reagent,,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/953,,ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2023-01-02,2b69fb7a7ddf60c8f585f91c58763560a840a3c25dbe5bbe485097842a282eea
aziridine,pei,aziridine; pei,,9033,,,NOWKCMXCCJGMRR-UHFFFAOYSA-N,C2H5N,43.07,C1CN1,confirmed_organic,organic_reagent,derived:supplier_platform,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/96342/پلی-اتر-ایمید-pei,پلی اتر ایمید pei,structured_pubchem,seed_2026-08-25,2026-08-25,26ea5f827be2c9347c35eefcd69edb85dd30d0190dda36a7f6166a7b38acb8ef
barium(2+) carbonate,barium(2+) carbonate,barium(2+) carbonate,513-77-9,10563,,,AYJRCSIUFZENHW-UHFFFAOYSA-L,CBaO3,197.34,C(=O)([O-])[O-].[Ba+2],confirmed_organic,organic_reagent,derived:supplier_platform,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/barium-carbonate-en/,Barium carbonate,cas_pubchem,seed_2026-08-25,2026-08-25,1481ae2de31aacc63d4dd9f2bb5219e4581e4333ae17aa16b1f8d68952d37ebc
barium(2+) diacetate,,,,10980,,,ITHZDDVSAWDQPZ-UHFFFAOYSA-L,C4H6BaO4,255.41,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/barium-acetate-101704-merck-germany.html,barium acetate merck germany,model_fleet+pubchem,ai_model_fleet,2026-08-27,fb7d2e6747205ba3eb0e6f88b287d533a44cfe2d2869f8901f87e6b59f1ab2c9
benzaldehyde,Benzaldehyde,benzaldehyde; Benzaldehyde,100-52-7,240,,,HUMNYLRZRPPJDN-UHFFFAOYSA-N,C7H6O,106.12,C1=CC=C(C=C1)C=O,confirmed_organic,fragrance_or_aroma,,,Shimi Merck + TamadKala; telegram:ChemIranSanat,Iranian online wholesale/lab shop|ai_normalized,product_page_listed_not_current_stock_verified,https://shimimerck.ir/benzaldehyde-801756-sigma-aldrich.html,بنزالدئید برند لوبا هند | فروش بنزالدهید || benzaldehyde sigma aldrich,router_title_normalization,ai_model_fleet + seed_2026-08-24 + seed_2026-08-25,2026-08-23,e89f6af3f7f3e7621f9a2f75ad0907cbe27e4d803c839c1df34d5ba231bbba20
benzene,benzene,benzene,71-43-2,241,,,UHOVQNZJYSORNB-UHFFFAOYSA-N,C6H6,78.11,C1=CC=CC=C1,confirmed_organic,organic_reagent,,research,TamadKala; Telegram: ChemIranSanat; Telegram: chemgroup; Telegram: minatajhiz; ShimiMan; telegram:ATRmedShop + https://shimimerck.ir/buy-divinylbenzene-803598-sigma-aldrich.html + t.me/ATRmedShop,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue|live_supplier_catalogue|telegram,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/s/ATRmedShop,benzene | بنزن hplc نوترون | بنزن امرتات شیمی گرید extra pure | ... | فروش بنزن,existing skill export | router_title_normalization,live_telegram_listing + live_web_catalogue + seed_2026-08-24 + seed_2026-08-25,2026-08-23,30c78b7cbf60aa2e34d5e7723871772153fabf729ec5a0a230220f30b61ffc2a
"benzene-1,2-diamine",,,,7243,,,GEYOCULIXLDCMW-UHFFFAOYSA-N,C6H8N2,108.14,,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,research,t.me/ATRmedShop,ai_normalized|telegram,,https://t.me/ATRmedShop/577,"o- فنیلن دی آمین

‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید.

 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌
‌ 
‌
 ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱
‌
 📱 موبایل: 09120549893

 🌐 لینک محصول :

 https://atrmed.com/product/o-phen",model_fleet+pubchem,ai_model_fleet + live_telegram_listing,2026-08-27,cf22471d5e73b5071766200fbbc94a41d9321408666ce37f81b2fb8cf1f4ebcd
"benzene-1,2-diamine;benzene-1,3-diamine;benzene-1,4-diamine",Phenylenediamine,"benzene-1,2-diamine;benzene-1,3-diamine;benzene-1,4-diamine; Phenylenediamine",,32858,,,LGZPGNGUUUOHAI-UHFFFAOYSA-N,C18H24N6,324.4,C1=CC=C(C(=C1)N)N.C1=CC(=CC(=C1)N)N.C1=CC(=CC=C1N)N,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,telegram:minatajhiz,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/minatajhiz/1086,"1و3 فنیلن دی آمین 1,3-Phenylenediamine کد محصول مرک 820991 واردات جدید سیگما آلدریچ",structured_pubchem,seed_2026-08-25,2026-08-25,14d18ee09100f56e40260d4dabae360ee565fc9f319ee9f95e17d09c221f7375
"benzene-1,3-diamine",M-Phenylenediamine,"benzene-1,3-diamine; M-Phenylenediamine",108-45-2,7935,,,WZCQRUWWHSTZEM-UHFFFAOYSA-N,C6H8N2,108.14,C1=CC(=CC(=C1)N)N,confirmed_organic,organic_reagent,,research,Telegram: minatajhiz + t.me/minatajhiz,Iranian supplier Telegram catalogue|telegram,listed_not_current_stock_verified,https://t.me/s/minatajhiz,"benzene-1,3-diamine",existing skill export,live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,998334a6a9e16599adb4b94f8d8b9039721d3ce1d4ddcf413fadfcdf9aa1f7f5
"benzene-1,3-dicarboxylic acid",Isophthalic Acid,"benzene-1,3-dicarboxylic acid; Isophthalic Acid",121-91-5,8496,,,QQVIHTHCMHWDBS-UHFFFAOYSA-N,C8H6O4,166.13,C1=CC(=CC(=C1)C(=O)O)C(=O)O,confirmed_organic,organic_reagent,,industrial,Telegram: Maran_Tejarat_Eshen + t.me/Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue|ai_normalized|telegram,listed_not_current_stock_verified,https://t.me/Maran_Tejarat_Eshen/540,"benzene-1,3-dicarboxylic acid || ✅ ایزو فتالیک اسید (Isophthalic acid) 
 ✅ برند لوته کره (LOTTE)
 ✅ موجود در انبار شورآباد
 👤 برای استعلام قیمت و کسب اطلاعات بیشتر با ما در تماس باشید
 🏢 بازرگانی ماران تجارت اشن
 ☎️ 021-26378323
 📱 09102296278
 📱 091080",existing skill export,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,27252e3259cece4d445fe69bbf54d060d28d7bb16f8b0165f82bc1231f32f35e
"benzene-1,3-diol",Resorcinol,"benzene-1,3-diol; Resorcinol",108-46-3,5054,,,GHMLBKRAJCXXBS-UHFFFAOYSA-N,C6H6O2,110.11,C1=CC(=CC(=C1)O)O,confirmed_organic,organic_reagent,,,Fardad Shimi,Iranian online lab-chemical shop,product_page_listed_not_current_stock_verified,,رزورسینول MERCK | ...,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,fe867829af84d6017fcdb22e206822f8a81fa0abc8bb70c6e9d778713e577ec4
"benzene-1,4-diamine","benzene-1,4-diamine",,106-50-3,7814,,,CBCKQZAAMUWICA-UHFFFAOYSA-N,C6H8N2,108.14,C1=CC(=CC=C1N)N,confirmed_organic,organic_reagent,derived:supplier_platform,,Iran Petrochemical + telegram:ChemIranSanat,ai_normalized|public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://iranpetrochemical.net/product/para-phenylene-diamine-2/,p-phenylenediamine | شیمی رنگ مو پایه اغلب رنگ موها پارا-فنیلن دی آمین و پارا-آمینو فنول می باشد. حضور ترکیبات اکسنده و بازی موجب تغییرات رنگ و نفوذ آن به مو میشود. مشتقات دیگر آنیلین و فنول نیز برای انواع رنگ ها استفاده می گردد. 🆔 @ChemIran1 || para phenylene diamine 2,router_batch+pubchem,ai_model_fleet + seed_2026-08-25,2026-08-25,49a994a1d767c29008c02baf4111949d4d3b3235c65714dcb4e6be4904b429dd
"benzene-1,4-diol",Hydroquinone,"benzene-1,4-diol; Hydroquinone",123-31-9,785,,,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,C6H6O2,110.11,C1=CC(=CC=C1O)O,confirmed_organic,organic_reagent,,research,Shimi Merck + TamadKala; Telegram: minatajhiz,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue|ai_normalized,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://shimimerck.ir/buy-hydroquinone-code-822333.html,"benzene-1,4-diol | هیدروکینون | هیدروکینون صنعتی تولید ژاپن | ... || buy hydroquinone code",existing skill export | router_title_normalization,ai_model_fleet + seed_2026-08-24 + seed_2026-08-25,2026-08-23,f2125fbfa002f43705087759f82ed7df0b8bb3e48ef1f723c546a5387a5d4fed
benzenesulfonic acid,,,,7371,,,SRSXLGNVWSONIS-UHFFFAOYSA-N,C6H6O3S,158.18,,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,t.me/ATRmedShop,ai_normalized,,https://t.me/ATRmedShop/435,"بنزن‌ سولفونیک اسید %98.0 
بنزن‌ سولفونیک اسید %98.0 یک ترکیب ارگانوسولفور با فرمول شیمیایی C6H5SO3H می باشد. بنزن سولفونیک اسید ازطریق ...
برای ادامه مطالب، مشاهده و خرید آنلاین این محصول به لینک زیر مراجعه فرمایید:
 ht",model_fleet+pubchem,ai_model_fleet,2026-08-27,81a569173201313cbe39e846458a59f46a024f5fa9d8f09f17e50fee39d611af
